Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Color,Con,Eta_color,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Q31_color,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonJ,StetsonK,StetsonK_AC,StetsonL,Class
0.0665,1,1,0.204991087,-3880.087026,0.719209831,0.001770331,0.338424967,0,11934.37292,2201.390445,0.125,0.21875,0.333333333,0.46875,0.677083333,0.009892203,0.007882175,0.004073865,0.001390003,-1.515357282,-2.747070953,-2.578475599,0.00929909,0.000453036,0.0023549,0.001143909,-0.505393976,-0.04618544,-1.728025821,0.009617247,0.003412582,0.001876828,0.003027939,0.158507688,0.197360443,0.391800739,-9.56e-06,13.73905965,-6.869037433,-0.004709022,0.016,0.843137255,0.033333333,-0.03202329,-0.013973799,3995.852761,2.38e-06,0.111920783,1.755208708,0.03175,0.036,0.111920783,0.947212367,0.126007,6.035448725,0.032346448,0.275120139,0.665891979,0.606055072,0.158455891,3
0.6015,1,1,0.219047619,-524.3855672,-2.182828813,0.007799121,-0.218364952,0,4049.06213,1136.310978,0.097254005,0.181922197,0.272311213,0.401601831,0.648741419,0.05348837,0.004749367,0.005985079,0.021172545,-0.452565592,-0.224964911,-2.495078749,0.053149262,0.014749782,0.022196402,0.020607356,-0.146363075,2.69362271,0.104258327,0.052794006,0.010497181,0.014424741,0.015237272,-2.671486752,-0.941442413,-1.042323291,1.98e-05,68.85364094,-4.08974632,-0.066994038,0.119,0.811255411,0.033333333,-0.39358315,-0.21405829,0.066125185,0.830405289,0.050810066,1.997984003,0.239,0.3475,0.037809688,-0.531445431,0.106458,4.717914418,0.273988622,0.133616154,0.509183659,0.684156414,0.033181446,3
0.8725,1,1,0.240690282,-7.351279699,-0.405253798,0.473047323,0.147423384,0,10056.51043,2552.755708,0.106287425,0.18488024,0.297155689,0.448353293,0.674401198,0.089168262,0.04295722,0.024108026,0.008184059,1.528080398,-0.457418507,0.437576949,0.081999275,0.034779398,0.022573549,0.004881068,1.904023783,2.737792151,1.894988365,0.081970611,0.046558817,0.014659792,0.037521622,-1.902289102,-1.319998534,-1.81559517,1.15e-05,145.7169951,-3.477503179,-0.121645262,0.198,0.782016349,-0.1,-0.67733564,-0.385236448,29.5425481,0.714294857,0.052320994,1.96994153,0.398,0.494,0.053539066,-0.325715071,0.124121,4.076155771,0.423021785,0.192081935,0.438213583,0.668007942,0.075520668,3
0.471,1,1,0.348484848,-82.90602423,1.233504971,0.057366717,0.050600956,0,1052.753217,116.2858826,0.163659794,0.286082474,0.431701031,0.56443299,0.742268041,0.230074683,0.085856624,0.034216123,0.031287357,-0.783896975,1.680580848,0.910879174,0.04900679,0.009292599,0.003996303,0.015503322,0.690607597,-0.532645449,-0.556884284,0.038429458,0.007986177,0.000960625,0.009624468,-2.065306658,0.026527715,-0.64080809,1.4e-05,19.92388628,-4.756046402,-0.050376907,0.162,0.571022727,-0.033333333,-0.219940728,-0.16426757,0.592613762,5.74e-100,0.175874954,0.971118967,0.3345,0.189,0.033330555,-0.437417086,0.20897,0.407947058,0.239594909,1.825997359,0.726307115,0.834935509,0.937976478,4
0.30775,1,19,0.074850299,-0.013392624,-0.011109967,543.8991446,1.230670936,0.040540541,8089.043904,137.0080018,0.037735849,0.06918239,0.116352201,0.213836478,0.550314465,0.130587923,0.035652852,0.051409235,0.044718106,-0.155186891,0.186582425,-0.282615155,0.081553851,0.020613038,0.038526024,0.014450776,-0.724410197,-0.232164338,1.384789612,0.066245057,0.017336325,0.001942076,0.008111702,-0.354056272,-1.165516391,0.304822199,-5.37e-06,8.444300092,-7.284236527,-0.018653741,0.015,0.850299401,-0.1,-0.103024444,-0.043916586,682.780744,2.89e-37,0.194561262,0.124037377,0.037,0.022,0.242350041,-3.486067564,1.571066,12.70854641,0.135878262,17.24184679,0.54742804,0.792622346,4.066903241,2
0.734,1,1,0.141050584,-4.274056932,0.327153393,1.005974757,0.875659671,0.002923977,18214.05308,9652.813691,0.081471748,0.140604468,0.220762155,0.344283837,0.584756899,0.076525484,0.019442623,0.015591947,0.030989038,-0.901463416,-0.834410382,-2.729886071,0.067925135,0.018910961,0.008073763,0.014037604,-0.956284599,0.118835663,0.083050619,0.056012391,0.019503287,0.005081822,0.024017947,-1.403353011,0.148620414,-1.126562661,2.8e-05,294.9061661,-4.299593385,-0.071276629,0.086,0.892023346,-0.033333333,-0.423436041,-0.177637722,0.998707206,0.077264149,0.047093697,2.056541939,0.16725,0.19675,0.078262918,0.060260999,0.046852,10.25182061,0.30646052,0.693091048,0.518895269,0.573027413,0.065126903,2
0.4135,1,1,0.224422442,-0.066174957,-0.026009901,57.12739089,0.662905579,0.009966777,748.8636593,125.2919796,0.104283054,0.202979516,0.314711359,0.415270019,0.711359404,0.089490534,0.01939036,0.002405761,0.019687687,-1.991487854,0.818028645,-0.728628331,0.102932915,0.057993162,0.04880195,0.017350852,-1.531059967,-0.410620438,0.302474361,0.058169925,0.017094674,0.013797144,0.023474156,0.195912045,0.081429504,0.884265222,-3.08e-06,3.587090231,-3.78040264,-0.049725706,0.084,0.811881188,-0.1,-0.289194915,-0.142213983,0.497896317,0.042588734,0.12093966,1.537888024,0.1695,0.2495,0.123866847,-0.786200841,0.93728,6.021701164,0.187983189,0.637558628,0.589734224,0.705017483,0.136949829,2
0.349,1,1,0.21975089,-0.144906374,-0.00851828,35.64169705,-0.223604067,0.000891266,1743.797905,1294.119166,0.100760456,0.190114068,0.283269962,0.454372624,0.680608365,0.068566266,0.017487487,0.02353341,0.003722565,2.056494711,0.018998892,2.220463748,0.034486096,0.004825238,0.006598753,0.007810062,1.150063439,2.263676085,-0.033667099,0.034215772,0.008162741,0.013897725,0.008441003,0.574070064,-0.736696399,-1.810872997,-5.72e-06,39.65170796,-5.164709075,-0.032766216,0.0755,0.81316726,0.033333333,-0.21308936,-0.101849163,0.99728028,4.66e-17,0.081458168,1.728202452,0.149,0.179,0.056660026,-0.080747483,0.125683,5.065152117,0.169227972,0.130338186,0.715357437,0.618804866,0.067318867,3
0.2445,1,1,0.207563025,-0.097642733,-0.003233386,54.26634534,0.286630444,0.000841751,18611.48219,2381.315813,0.100294985,0.197640118,0.300884956,0.445427729,0.678466077,0.034983821,0.012980394,0.013566296,0.012257978,-0.212909408,-0.829938495,-0.020793005,0.022391044,0.009013912,0.001088361,0.001255926,-1.286693585,-1.766115813,0.11054124,0.022432807,0.001908326,0.00649165,0.006839853,-0.234334576,1.475382468,2.790198514,9.32e-06,45.97229347,-5.298714286,-0.020955421,0.051,0.783193277,0.166666667,-0.106326723,-0.064022663,0.997258373,1.45e-06,0.062591326,1.87868483,0.102,0.111,0.045776117,-0.214735986,0.106458,3.902108506,0.11103679,0.064860231,0.775207233,0.659137122,0.03512074,3
0.80525,1,1,0.23556582,-1.995382448,-0.126705977,1.837703585,0.025394227,0.002314815,10746.59293,1912.299537,0.124099279,0.225780624,0.340272218,0.485988791,0.697357886,0.088396248,0.021048912,0.030719611,0.005051983,1.915371722,0.880802023,1.154660407,0.086589497,0.018321743,0.015252831,0.033502323,-1.335433033,-0.793012265,0.438298434,0.083361928,0.02849042,0.015683966,0.029865314,-0.15272012,-2.162168394,-1.554473152,1.71e-05,96.16372664,-3.666921478,-0.105793103,0.2085,0.778290993,-0.033333333,-0.563791678,-0.344171948,360.6255432,0.760308283,0.05877396,1.77892544,0.424,0.47425,0.053270269,-0.494761658,0.125717,2.885204667,0.387935,0.224569747,0.765603701,0.631105068,0.091674713,3
0.58775,1,1,0.197907585,-1.427779057,-0.077669481,2.856618366,0.396484319,0,10669.84851,1843.759192,0.093023256,0.179069767,0.280232558,0.396511628,0.646511628,0.060112223,0.014625886,0.02206078,0.019407662,1.871439495,0.120155779,-0.508638994,0.058594393,0.015484754,0.018082258,0.009661569,0.074863063,1.151327949,0.774655421,0.053713196,0.00460341,0.024717331,0.024499508,-1.657705223,-1.002216429,-1.861604507,-9.05e-06,97.03686953,-4.078619878,-0.066840023,0.119,0.823016565,0.033333333,-0.401615272,-0.210474792,2.929368239,0.104372556,0.057439734,1.957774753,0.24,0.262,0.040491561,-0.1720554,0.109664,5.02285221,0.272615048,0.061518001,0.688355626,0.685033769,0.043860673,3
0.8205,1,1,0.261859583,-1174.013394,-6.332752807,0.003019587,-0.111058275,0.00095057,6110.089787,2094.576932,0.114639814,0.224632068,0.328427576,0.486444617,0.715724245,0.084646766,0.017476551,0.008266775,0.028627546,-1.275047434,0.425860436,-1.535789794,0.085652281,0.020528323,0.01306367,0.034755461,0.320926374,0.850811191,0.366570962,0.080584494,0.00902247,0.022538578,0.019291012,1.73797769,-0.175008615,1.180511136,5.35e-05,197.4868019,-3.545036053,-0.11642648,0.212,0.736242884,-0.1,-0.647773852,-0.364946996,0.074834587,0.641984568,0.054819874,1.970177562,0.4255,0.506,0.064181415,-0.648402656,0.125717,3.470678349,0.41273607,0.34780415,0.409320293,0.615510324,0.03291922,3
0.3075,1,1,0.198129252,-1.975049052,-0.037804379,2.479098422,-0.136423356,0.001703578,4592.615326,2318.637742,0.105960265,0.198675497,0.302428256,0.445916115,0.70419426,0.031945096,0.006224395,0.008547315,0.010426069,0.642641197,-0.014204174,0.413694746,0.029246958,0.00450955,0.002883246,0.01160115,0.146146049,-0.976297891,1.432970954,0.02832034,0.006275636,0.006294257,0.00696193,-0.300681472,-0.382874599,1.891430935,4.19e-06,60.94784765,-4.896340986,-0.031239043,0.068,0.823979592,-0.166666667,-0.20966421,-0.092751843,0.183424688,0.285397311,0.051435244,2.020988675,0.137,0.15925,0.041855833,-1.052294481,0.107557,6.549992777,0.152957005,0.219195492,0.750671945,0.601216194,0.150267586,3
0.15075,0.999999999,1,0.260869565,-8.005455875,-0.079921822,0.735013984,0.517307018,0,789.4338468,1156.18733,0.13877551,0.244897959,0.363265306,0.506122449,0.697959184,0.028534207,0.00461838,0.008962795,0.002945799,1.285963151,-0.165448591,0.061609136,0.019270824,0.007337737,0.00566555,0.001550693,0.314692933,-0.867328709,-1.332837176,0.01803956,0.008065384,0.00465993,0.0029224,-2.311633388,-1.2546369,-0.848283044,4.51e-06,13.23020559,-5.88412202,-0.012605203,0.045,0.669004208,0.1,-0.065986395,-0.041666667,352.8109149,0.001671824,0.07977736,1.745600622,0.088,0.069,0.060573711,-0.424979762,0.126007,1.836978503,0.074170555,0.630095474,0.767906085,0.57579273,0.390137809,3
0.224,1,1,0.219155844,-51.9220047,-0.38981323,0.108803336,-0.326770096,0,22540.91474,1701.391254,0.085399449,0.179063361,0.314049587,0.534435262,0.760330579,0.10004712,0.066626218,0.037376566,0.019064164,-0.253424564,-0.796731788,-0.855491323,0.019601401,0.001459269,0.004250633,0.001947239,-0.254414997,-1.163367915,-0.609579855,0.020365899,0.003394934,0.002309328,0.004351973,-1.259864155,-2.109531931,-0.035643678,1.5e-06,21.26706963,-5.649287338,-0.020620743,0.048,0.738636364,0.033333333,-0.122779244,-0.063852243,0.731816144,2.62e-43,0.163122544,0.825185936,0.11325,0.0875,0.045995094,1.415689163,0.259792,2.616074207,0.116492504,0.912343174,0.713641278,0.574645132,0.397877123,4
0.846,1,1,0.221408966,-72.91399527,-0.994374261,0.055192122,-0.567359694,0.002749771,4204.218719,1274.165369,0.09335443,0.190664557,0.300632911,0.434335443,0.670094937,0.083587998,0.022600562,0.015533728,0.011894047,-0.464998829,-0.176148129,0.029418369,0.082210395,0.030533758,0.008634795,0.020526728,1.770005841,-1.010996176,-0.266627213,0.078192256,0.026509919,0.02299373,0.025425161,1.491508578,1.652870554,2.503470184,-9.5e-06,121.7178914,-4.024278134,-0.098480893,0.191,0.731930467,-0.033333333,-0.514529058,-0.316633267,1.066912158,0.483847675,0.04835493,1.885874772,0.379,0.5135,0.040281003,-0.867584454,0.128322,3.495546783,0.396314505,0.37044738,0.729342664,0.703634318,0.197426662,3
0.28675,1,1,0.350844278,-79.70846478,-0.827400905,0.069790105,0.199449074,0.00093985,381.9308624,242.530785,0.177734375,0.3046875,0.47265625,0.630859375,0.830078125,0.170899717,0.086509998,0.049684265,0.036400801,0.833972619,2.082169601,0.314797505,0.025161384,0.013779135,0.003984811,0.008126926,-1.89213788,0.717976455,-0.608082065,0.023339201,0.010703472,0.006882569,0.007264076,0.639548158,-0.581071408,-0.388468593,-5.88e-07,25.74434744,-5.562862101,-0.02922131,0.108,0.418386492,0.1,-0.102288143,-0.092611016,0.676629375,1.42e-116,0.191093226,0.572746353,0.2425,0.1155,0.026087219,-0.633290071,0.243484,-0.295416056,0.162554118,3.150026708,0.74551164,0.852976018,1.964195816,4
0.8345,1,1,0.242790698,-1.97964622,-0.170348145,1.706593864,-0.158632421,0.001863933,727.5342484,1427.253766,0.108386076,0.200949367,0.311708861,0.459651899,0.728639241,0.084735417,0.012870726,0.013530875,0.002525767,1.926108476,2.681238116,0.02161606,0.082043075,0.026768742,0.024105503,0.02560428,0.5369398,-0.610417446,-0.980023333,0.07961945,0.032689841,0.026617734,0.009492285,2.05698843,0.566254735,0.322645549,2.77e-05,108.486732,-3.378452093,-0.118488797,0.195,0.726511628,-0.1,-0.65443787,-0.373964497,0.076551322,0.560081064,0.046971297,1.933495944,0.3945,0.5895,0.047534116,-0.48761014,0.125717,3.577166727,0.400308725,0.106910309,0.714741873,0.66527898,0.078840753,3
0.586,1,1,0.386655261,-89.08849792,1.782245575,0.052938018,0.022552042,0,8139.370205,897.7204613,0.181208054,0.312559923,0.451581975,0.6021093,0.78906999,0.32173919,0.15496443,0.092427226,0.058439368,0.238937655,0.474787469,-2.02024507,0.054135797,0.005810894,0.011278852,0.023881666,-0.077312747,1.392598777,0.300768208,0.048229424,0.009437982,0.008281082,0.008340915,0.801042177,0.709881848,2.042715432,-2.98e-05,72.79351622,-4.71616852,-0.067822867,0.226,0.418306245,-0.033333333,-0.202314616,-0.223531933,0.560427742,7.08e-124,0.190039235,0.661991186,0.47,0.218,0.041694205,-0.283363826,0.109699,-0.447358117,0.319864069,2.118844995,0.776499943,0.846900082,1.259958188,4
0.1545,1,1,0.20202874,-0.12515787,0.004232479,45.76669898,-0.46995729,0,4299.111593,2240.716785,0.118483412,0.199052133,0.322274882,0.454976303,0.677725118,0.021070559,0.00804754,0.012648666,0.002389738,2.311658897,2.012185815,1.566234465,0.015190773,0.008310375,0.004796697,0.003842667,1.192410054,-0.637097627,1.701316356,0.014075762,0.004917069,0.004601738,0.003915478,-0.976076991,-0.14342474,-0.431274906,-9.39e-06,36.28522565,-5.728062553,-0.012446852,0.034,0.863060017,-0.033333333,-0.085863874,-0.036823735,0.997319252,1.67e-05,0.065231456,1.938877882,0.0685,0.125,0.048787436,0.149654012,0.107557,5.498180332,0.071296349,-0.021133227,0.752462114,0.667446157,-0.010346943,3
0.1155,1,2,0.214620431,-9.47446448,-0.082016363,0.804930247,1.212862817,0.000938967,200.8841889,90.77348224,0.114649682,0.210191083,0.318471338,0.433121019,0.668789809,0.02681612,0.001778424,0.001786547,0.003500476,-0.450821212,0.951683637,-0.170287661,0.017795529,0.002438231,0.001576505,0.005517725,-0.270463328,-0.43669069,-1.898134485,0.013494241,0.008739917,0.004846354,0.004817541,1.681141318,1.191905213,1.613816025,7.61e-06,3.366847006,-7.626283037,-0.006682939,0.025,0.716026242,0.033333333,-0.037206865,-0.020568584,31.88483777,5.29e-27,0.112151054,1.736376252,0.049,0.029,0.101019288,1.727779423,3.40012,5.543214633,0.050965988,3.235930929,0.623597486,0.858107205,1.939975416,1
0.26275,1,3,0.1414791,-0.255347638,-0.047976822,19.33088748,0.80601812,0.01030264,7944.39856,3147.279496,0.111747851,0.200573066,0.312320917,0.455587393,0.687679083,0.063525458,0.045282722,0.020257477,0.035337246,1.046990911,1.836273747,0.915898897,0.036357909,0.008801388,0.002729938,0.008920017,0.2155639,-0.207604334,0.725850485,0.026972052,0.006848524,0.001345252,0.001164545,-0.799050485,1.327945355,-0.862562193,2.48e-05,76.2740466,-4.936096463,-0.028702426,0.055,0.936334405,-0.166666667,-0.245535714,-0.070819805,2073.130794,3.2e-11,0.093982876,1.068783963,0.1095,0.111,0.093982876,-2.466289725,0.011157,19.18309585,0.141677945,0.213736453,0.575615956,0.585480569,0.036401798,2
0.36175,1,1,0.18457539,-1008.01411,-1.01141932,0.004761267,0.369003961,0,8458.95205,1540.953671,0.085436893,0.163106796,0.252427184,0.403883495,0.644660194,0.036561518,0.006231552,0.012523854,0.001905852,2.168118166,2.466556731,2.72778877,0.035073321,0.008199637,0.001775395,0.01844531,1.98125899,1.621577444,0.953080846,0.033428918,0.008969864,0.00767442,0.009207068,-0.189352765,1.521851619,1.189678114,1.73e-05,56.59197501,-4.79942461,-0.036429212,0.063,0.862218371,0.033333333,-0.240384615,-0.107650502,0.055081395,0.306463411,0.055377196,1.991428072,0.12975,0.1475,0.048801983,-1.048675329,0.116469,7.849139813,0.174839258,0.079404094,0.715196465,0.679307376,0.022046274,3
0.3135,1,1,0.177361854,-6920.411094,3.90702565,0.000698731,0.42525548,0,11626.64443,6120.873169,0.090507726,0.169977925,0.258278146,0.397350993,0.618101545,0.032468532,0.004530191,0.016385936,0.010445193,0.785585004,-0.318412742,-0.557601079,0.029804075,0.012814142,0.012059329,0.003018154,1.101506916,-0.21035588,-0.157405596,0.029818629,0.010796015,0.004992387,0.003751628,-0.036646905,0.885948252,0.821063219,-1.28e-05,91.3079039,-4.835504456,-0.032594638,0.058,0.889483066,-0.1,-0.24948283,-0.093711212,2.006199709,0.369158624,0.047438289,1.958796353,0.11675,0.12875,0.030089537,-0.979286438,0.125717,12.59744749,0.157611519,0.028547904,0.561110767,0.66278556,0.006362074,3
0.2315,1,1,0.178571429,-611.7652269,-0.822802812,0.008625876,0.448159785,0,2448.697987,2877.035423,0.117283951,0.200617284,0.299382716,0.447530864,0.654320988,0.042722529,0.013520841,0.017359803,0.008013786,0.192847166,-1.033794302,0.428416524,0.022429235,0.00343509,0.009502676,0.007276325,-0.407263526,-0.508401585,-2.1277189,0.021488809,0.008142088,0.005404006,0.003680017,-0.670266632,-1.595888975,-0.297150304,8.58e-07,49.74347533,-5.277011054,-0.021529965,0.0485,0.836734694,-0.233333333,-0.137437162,-0.061462582,0.997258373,2.96e-13,0.08356085,1.850793683,0.097,0.1215,0.030787707,-1.006023861,0.219328,7.660690816,0.113613862,-0.024987373,0.613965537,0.690352269,-0.004964378,3
0.743,0.993265314,1,0.318918919,-0.952886652,0.207743252,3.599384457,0.5939228,0,119036.1022,130597.315,0.161849711,0.246903386,0.404624277,0.591246903,0.8059455,0.251633748,0.13908414,0.116868235,0.093712609,-0.012348237,0.777948106,-1.786256652,0.173391858,0.073599675,0.008567215,0.015009651,-0.173584628,-0.331720178,-1.25620753,0.174410626,0.021864882,0.043750083,0.049210903,0.270824639,2.300911146,0.285028984,2.3e-05,158.300057,-3.429805405,-0.116543833,0.249,0.518918919,0.033333333,-0.411114344,-0.352342159,0.998039734,0.001163812,0.155807588,1.674415169,0.483,0.2825,0.192785454,-0.559633882,0.938646,1.621294708,0.399722667,1.344122546,0.74831597,0.758094745,0.855565792,2
0.3765,1,1,0.195189639,-402.091083,-0.76597511,0.01127795,0.019524743,0,2358.988601,2930.895432,0.093023256,0.166368515,0.262969589,0.407871199,0.651162791,0.039675135,0.003295736,0.01081807,0.00617998,2.434666774,0.165549752,1.213731256,0.037414006,0.017917386,0.005467117,0.003161758,-0.514669016,-0.228422864,0.306780603,0.038464163,0.007873406,0.007513989,0.011056533,-1.590480674,-0.409402858,-1.840520877,7.28e-08,118.8559685,-4.534763182,-0.041209903,0.074,0.813135985,0.033333333,-0.27537511,-0.123345102,0.061119488,0.511250104,0.046313338,2.048343573,0.148,0.197,0.033368255,-1.277948877,0.125717,8.270534991,0.186877149,-0.011398797,0.721559193,0.650107364,-0.009078928,3
0.1545,1,1,0.181202371,-325.1837655,-0.42760034,0.018130945,0.518252746,0,1343.662497,989.8638072,0.109589041,0.196347032,0.292237443,0.424657534,0.671232877,0.01699495,0.002067995,0.005918529,0.00518179,-0.545268492,-0.353309637,2.037146598,0.01565364,0.00652694,0.001650321,0.002133901,-2.394605522,-1.786024436,-0.40660955,0.015274607,0.004700919,0.002114284,0.002955983,-1.703177262,-0.647279632,-2.48027323,-1.27e-06,20.41431262,-5.895889077,-0.013410018,0.032,0.887383573,-0.166666667,-0.089367475,-0.037137528,0.333137983,0.091094671,0.050874503,1.804463064,0.064,0.07225,0.048373863,0.23672518,0.107557,9.666441115,0.079063981,-0.014995914,0.689274574,0.62373514,-0.007372974,3
0.3975,1,1,0.243494424,-5.869751334,-0.165154567,1.013516871,-0.028109466,0,282.4635871,1922.395609,0.166107383,0.296979866,0.411073826,0.538590604,0.728187919,0.145597366,0.010323406,0.002056772,0.010748986,-0.436316147,-0.023545354,2.03874349,0.041119387,0.006472765,0.010890418,0.015567999,0.339811347,-0.569159414,1.047510592,0.034226359,0.003270139,0.014152775,0.006241272,-1.044038752,-1.744234009,-2.5854012,2.37e-05,89.50749468,-5.949092007,-0.032900992,0.1215,0.732342007,0.166666667,-0.169373159,-0.100294489,0.337113058,4.84e-61,0.131240578,1.478102531,0.24425,0.158,0.068006819,0.166335847,0.20397,2.328666927,0.195731029,0.788898729,0.71250157,0.678255574,0.354599222,4
0.9185,1,1,0.230973451,-33.09013089,-0.907012053,0.102972579,-0.329333385,0,2874.237949,566.9594256,0.114388489,0.211510791,0.311510791,0.458992806,0.684892086,0.090309601,0.028787753,0.026622318,0.021691188,0.139847279,0.854341444,1.746166718,0.08777989,0.010936325,0.023576089,0.004644243,-0.293359754,1.12801811,0.206364678,0.086941026,0.010634299,0.004390763,0.050576362,-0.27546693,1.248780721,1.385830446,4.13e-05,51.94394691,-3.407376106,-0.12798381,0.217,0.733628319,0.166666667,-0.634361233,-0.408223201,0.217531979,0.496419204,0.049250307,1.960289109,0.43075,0.6095,0.068793049,-0.237571571,0.109699,2.897587021,0.436088977,0.237043258,0.673530609,0.628557395,0.163788071,3
0.671,1,1,0.213720317,-21.13347688,-0.222140092,0.179260121,0.221766583,0,14393.25443,1948.35816,0.110759494,0.200421941,0.303797468,0.438818565,0.688818565,0.066250927,0.018969441,0.011314217,0.003958709,0.704813508,0.407272086,-0.202550843,0.061748153,0.03480216,0.013353995,0.029012292,0.300374017,-0.232400611,0.650146182,0.058718812,0.005201906,0.007020078,0.027898496,-1.741663135,-1.602437139,-0.087268339,1.1e-05,102.2020862,-3.788389622,-0.082275062,0.143,0.826737027,-0.033333333,-0.490481227,-0.250661026,0.054849854,0.198903214,0.060348921,2.003611265,0.287,0.34625,0.059335193,-0.622932849,0.114213,4.979240965,0.311689992,0.086152813,0.790700144,0.646892309,0.059412517,3
0.585,1,1,0.334522748,-108.7559993,1.710826952,0.045645444,-0.002793656,0,1940.561762,526.6864827,0.153162055,0.28458498,0.436758893,0.589920949,0.776679842,0.280809914,0.119462658,0.05845961,0.032409381,1.007769913,2.070485843,0.255587235,0.053613782,0.018909536,0.014713399,0.023001004,-0.377797013,-1.172317863,-2.285044587,0.052395446,0.004952527,0.005503793,0.023741187,0.419685082,0.076909649,0.635658435,1.39e-05,54.46138036,-4.964215879,-0.064001222,0.204,0.584299732,-0.233333333,-0.293411956,-0.205774705,0.513783345,1.32e-93,0.167903599,1.03807409,0.441,0.249,0.039518836,-0.176722562,0.123114,0.326511615,0.31771588,1.345257658,0.75113721,0.815938196,0.757311959,4
0.3255,1,1,0.216535433,-3.657111131,-0.158179545,1.185922721,0.792036468,0.003968254,107.8361926,61.35916878,0.15625,0.241071429,0.379464286,0.515625,0.71875,0.078063284,0.014691964,0.029377541,0.014323237,-0.502713163,-0.765277518,-1.694551417,0.057870992,0.025940839,0.018861421,0.046392097,-1.538892162,1.436756689,1.166946304,0.059611397,0.029890339,0.028049371,0.019916711,0.811928249,1.724339101,-0.756190314,6.16e-05,0.650357557,-4.337051181,-0.038613163,0.0835,0.75984252,0.033333333,-0.218634686,-0.103321033,0.994909388,0.029603457,0.118036418,1.861460637,0.16975,0.12825,0.154500913,-1.317512847,0.932916,8.039615985,0.167467265,0.671418568,0.666651907,0.615241528,0.226376859,2
0.58875,1,1,0.212068966,-0.236655754,-0.047391419,17.63970601,-0.212712674,0.000863558,6985.202178,1866.752418,0.098557692,0.182692308,0.280048077,0.419471154,0.627403846,0.062470793,0.023163006,0.010712469,0.001188466,-1.539654587,0.251024167,-0.02947179,0.050693629,0.004889647,0.006617977,0.008929428,-0.714886168,-0.785247087,-0.186047691,0.052173717,0.01175491,0.018532199,0.033201963,-3.058936806,-2.734500823,-1.365396451,-4.04e-05,78.78119674,-4.174537931,-0.064326342,0.115,0.803448276,-0.033333333,-0.379252516,-0.199329181,0.07198199,0.016434946,0.048796882,1.899323921,0.233,0.331,0.06408999,-0.856119021,0.115567,5.355441705,0.268532754,0.142420798,0.611893202,0.64587192,0.04635221,3
0.5425,1,1,0.2,-3345.093671,-1.853494584,0.001223224,0.054618555,0.000890472,2571.417627,1263.833796,0.100689655,0.183448276,0.291034483,0.426206897,0.671724138,0.05102521,0.003144457,0.011065703,0.014401212,-2.264287244,-0.645073406,-2.444008594,0.048388096,0.015760602,0.009633732,0.015951799,1.065627599,1.320249814,-0.99589638,0.046933591,0.017239705,0.014238549,0.004394752,-2.152411825,-0.749787429,-0.584825424,-1.06e-05,64.21228783,-4.091797333,-0.060955816,0.105,0.865777778,-0.1,-0.411779081,-0.177174976,0.131128894,0.572944348,0.055812873,2.011728157,0.211,0.263,0.03537596,-0.091687099,0.123091,6.230998146,0.249418844,0.102494881,0.7715023,0.63577705,0.058682068,3
0.853,1,1,0.22606383,-3.488345137,-0.188050931,1.041832483,0.212652717,0.002664298,12470.4171,2174.533425,0.117355372,0.19338843,0.29338843,0.469421488,0.694214876,0.101168707,0.074679894,0.048244026,0.008126444,0.074507701,-0.080517616,0.008641302,0.080303133,0.012726621,0.014725803,0.024735437,-0.145677156,2.118725528,2.16393729,0.078539148,0.022524979,0.017036113,0.026163596,0.428280321,2.964578268,2.208077233,2.3e-05,151.5494233,-3.634271277,-0.108198724,0.177,0.819148936,-0.033333333,-0.631593482,-0.334161834,363.0463704,0.002266897,0.077673265,1.942247528,0.355,0.445,0.061731916,-0.522610689,0.114213,4.462756363,0.393223513,0.106320273,0.73301633,0.644141019,0.017312581,3
